antecedent,consequent,support,confidence,lift,pmi,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved,support_scope
"milk, pork heart, sugar",cuisine:jamaican,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'pork heart', 'sugar', 'milk'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"nutmeg, sugar",cuisine:indian,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'nutmeg', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"sausage, sesame oil",cuisine:cajun_creole,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'sesame oil', 'sausage'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"tart shell, tomato",cuisine:vietnamese,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'tart shell', 'tomato'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"butter, daikon",cuisine:indian,0.0031049250535331906,0.43283582089552236,8.656716417910447,3.113819899557162,2,1,"frozenset({'daikon', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"beef stock, cereal, sugar",cuisine:cajun_creole,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'cereal', 'sugar', 'beef stock'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"brussels sprouts, corn, rice",cuisine:vietnamese,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'brussels sprouts', 'rice', 'corn'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"cheese, cilantro, vermicelli",cuisine:korean,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'cheese', 'vermicelli', 'cilantro'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"chicken stock, peach, sugar",cuisine:indian,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'chicken stock', 'peach', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"chicken stock, peach, sugar",cuisine:moroccan,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'chicken stock', 'peach', 'sugar'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"chips, pepper, sugar",cuisine:indian,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'pepper', 'chips', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
drippings,cuisine:russian,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,1,1,frozenset({'drippings'}),frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"espresso, milk, sugar",cuisine:moroccan,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'espresso', 'sugar', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"espresso, pork heart",cuisine:jamaican,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,2,1,"frozenset({'pork heart', 'espresso'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"ginger, mushroom",cuisine:cajun_creole,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,2,1,"frozenset({'mushroom', 'ginger'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"lamb, rice, sugar",cuisine:indian,0.0017130620985010706,0.43243243243243246,8.64864864864865,3.1124747292584125,3,1,"frozenset({'lamb', 'rice', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"beef, parmesan romano, sugar",cuisine:southern_us,0.0020342612419700216,0.4318181818181818,8.636363636363637,3.1104239896936505,3,1,"frozenset({'parmesan romano', 'beef', 'sugar'})",frozenset({'cuisine:southern_us'}),ingredient_to_cuisine,southern_us,local:southern_us
"corn, milk, yeast",cuisine:moroccan,0.0020342612419700216,0.4318181818181818,8.636363636363637,3.1104239896936505,3,1,"frozenset({'yeast', 'corn', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"crabmeat, mahlab",cuisine:cajun_creole,0.0020342612419700216,0.4318181818181818,8.636363636363637,3.1104239896936505,2,1,"frozenset({'mahlab', 'crabmeat'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"corn, peppercorn",cuisine:thai,0.002355460385438972,0.43137254901960786,8.627450980392156,3.1089343715531643,2,1,"frozenset({'peppercorn', 'corn'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"harissa, pepper",cuisine:greek,0.002355460385438972,0.43137254901960786,8.627450980392156,3.1089343715531643,2,1,"frozenset({'harissa', 'pepper'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"sugar, tortilla",cuisine:mexican,0.002355460385438972,0.43137254901960786,8.627450980392156,3.1089343715531643,2,1,"frozenset({'tortilla', 'sugar'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"tart shell, yeast",cuisine:mexican,0.002355460385438972,0.43137254901960786,8.627450980392156,3.1089343715531643,2,1,"frozenset({'tart shell', 'yeast'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"chocolate, mahlab, sugar",cuisine:cajun_creole,0.0029978586723768737,0.4307692307692308,8.615384615384615,3.106915203916512,3,1,"frozenset({'mahlab', 'chocolate', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"chocolate, salmon, sugar",cuisine:greek,0.0029978586723768737,0.4307692307692308,8.615384615384615,3.106915203916512,3,1,"frozenset({'chocolate', 'salmon', 'sugar'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"cheese, semolina",cuisine:indian,0.0033190578158458243,0.4305555555555556,8.61111111111111,3.106199403831925,2,1,"frozenset({'semolina', 'cheese'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"corn, dressing",cuisine:thai,0.0033190578158458243,0.4305555555555556,8.61111111111111,3.106199403831925,2,1,"frozenset({'corn', 'dressing'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"cranberry, yeast",cuisine:moroccan,0.0033190578158458243,0.4305555555555556,8.61111111111111,3.106199403831925,2,1,"frozenset({'yeast', 'cranberry'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"chocolate, salmon",cuisine:greek,0.0036402569593147753,0.43037974683544306,8.60759493670886,3.1056101879605986,2,1,"frozenset({'chocolate', 'salmon'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"butter, yeast",cuisine:moroccan,0.00417558886509636,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'yeast', 'butter'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"apple juice concentrate, sugar",cuisine:cajun_creole,0.003854389721627409,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'apple juice concentrate', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"corn, sauce mix",cuisine:thai,0.0032119914346895075,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'corn', 'sauce mix'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"grape, salsa",cuisine:korean,0.002569593147751606,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'salsa', 'grape'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"beef, quorn",cuisine:french,0.0022483940042826553,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'quorn', 'beef'})",frozenset({'cuisine:french'}),ingredient_to_cuisine,french,local:french
"chicken, crabmeat, wheat gluten",cuisine:irish,0.0022483940042826553,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'crabmeat', 'chicken', 'wheat gluten'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"orange, tagliatelle",cuisine:moroccan,0.0022483940042826553,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'orange', 'tagliatelle'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"pork heart, tart shell",cuisine:thai,0.0022483940042826553,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'tart shell', 'pork heart'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"truffle, yeast",cuisine:moroccan,0.0022483940042826553,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'truffle', 'yeast'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"bitter gourd, rice, sugar",cuisine:cajun_creole,0.0019271948608137045,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'bitter gourd', 'rice', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"chicken, parmesan romano, wheat gluten",cuisine:irish,0.0019271948608137045,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'parmesan romano', 'chicken', 'wheat gluten'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"farro, potato",cuisine:vietnamese,0.0019271948608137045,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'potato', 'farro'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"grape, melon, pasta",cuisine:korean,0.0019271948608137045,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'pasta', 'melon', 'grape'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"biscuit mix, truffle",cuisine:vietnamese,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'truffle', 'biscuit mix'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"butter, mushroom",cuisine:indian,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'mushroom', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"chocolate, cornmeal, tagliatelle",cuisine:moroccan,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'chocolate', 'tagliatelle', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"coconut, raspberry",cuisine:greek,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'coconut', 'raspberry'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"coconut, raspberry",cuisine:spanish,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'raspberry', 'coconut'})",frozenset({'cuisine:spanish'}),ingredient_to_cuisine,spanish,local:spanish
"collard, crouton",cuisine:irish,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'collard', 'crouton'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"cucumber, seasoning, yeast",cuisine:jamaican,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'cucumber', 'seasoning', 'yeast'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"grape, pepper, sausage",cuisine:filipino,0.0016059957173447537,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'sausage', 'pepper', 'grape'})",frozenset({'cuisine:filipino'}),ingredient_to_cuisine,filipino,local:filipino
"apple, cornmeal",cuisine:moroccan,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'apple', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"basil, chicken, daikon",cuisine:chinese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'basil', 'chicken', 'daikon'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"beef, corn, preserves",cuisine:irish,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'corn', 'beef', 'preserves'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"beef, rosemary",cuisine:greek,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'rosemary', 'beef'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"broth, pasta, sugar",cuisine:korean,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'broth', 'pasta', 'sugar'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"cereal, sugar, verjus",cuisine:chinese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'cereal', 'verjus', 'sugar'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"chicken, dressing, rice",cuisine:vietnamese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'chicken', 'rice', 'dressing'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"chocolate, cucumber, ginger",cuisine:jamaican,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'cucumber', 'chocolate', 'ginger'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"chocolate, mahlab, yeast",cuisine:cajun_creole,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'mahlab', 'chocolate', 'yeast'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"coconut, cream cheese",cuisine:vietnamese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'cream cheese', 'coconut'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"cornflake, farro",cuisine:vietnamese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'farro', 'cornflake'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"cornmeal, garlic salt, sugar",cuisine:moroccan,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'garlic salt', 'sugar', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cornmeal, gravy",cuisine:moroccan,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'gravy', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"crouton, lentil",cuisine:japanese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'lentil', 'crouton'})",frozenset({'cuisine:japanese'}),ingredient_to_cuisine,japanese,local:japanese
"daikon, grape, seasoning",cuisine:jamaican,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'seasoning', 'daikon', 'grape'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"farro, pork heart",cuisine:thai,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'pork heart', 'farro'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"farro, pork heart",cuisine:vietnamese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'pork heart', 'farro'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"grape, whole grain rice",cuisine:vietnamese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'whole grain rice', 'grape'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"parsley, shrimp",cuisine:indian,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'parsley', 'shrimp'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"rice, sugar, verjus",cuisine:vietnamese,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'rice', 'verjus', 'sugar'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"tagliatelle, whiskey, yeast",cuisine:italian,0.001284796573875803,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'yeast', 'tagliatelle', 'whiskey'})",frozenset({'cuisine:italian'}),ingredient_to_cuisine,italian,local:italian
"almond oil, crouton",cuisine:irish,0.0009635974304068523,0.42857142857142855,8.571428571428571,3.0995356735509145,2,1,"frozenset({'almond oil', 'crouton'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"bacon, grape, pepper",cuisine:filipino,0.0009635974304068523,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'bacon', 'pepper', 'grape'})",frozenset({'cuisine:filipino'}),ingredient_to_cuisine,filipino,local:filipino
"basil, beef, cilantro",cuisine:chinese,0.0009635974304068523,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'basil', 'cilantro', 'beef'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"basil, milk, sugar",cuisine:moroccan,0.0009635974304068523,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'basil', 'sugar', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"basil, potato, rice",cuisine:vietnamese,0.0009635974304068523,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'potato', 'rice', 'basil'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"bean paste, chicken, curry paste",cuisine:british,0.0009635974304068523,0.42857142857142855,8.571428571428571,3.0995356735509145,3,1,"frozenset({'curry paste', 'chicken', 'bean paste'})",frozenset({'cuisine:british'}),ingredient_to_cuisine,british,local:british
